date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:22:46	113/113	---M-Z	200	added ('OK')	text/plain	date:Sun,%2025%20Aug%202024%2011:52:49%20GMT	https://www.lulacafe.com/robots.txt		(from )
17:22:46	39111/39111	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:49%20GMT	https://www.lulacafe.com/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/index.html	(from )
17:22:47	17115/17115	---M--	200	added ('OK')	image/jpeg	etag:%22f06dcd85614b04a9df17c35787e86b54%22	https://media-cdn.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/ashabhel-logo.png	C:/My%20Web%20Sites/ASHA%20BHEl/media-cdn.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/ashabhel-logo.png	(from https://www.lulacafe.com/)
17:22:48	15674/15674	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202024%2015:41:29%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/ashabhel-logo.png?w=1200&fit=fill&auto=compress,format&h=600&bg=EDEDF1&pad=100	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/18166luna-logo1dd2.jpg	(from https://www.lulacafe.com/)
17:22:48	4483/4483	---M--	200	added ('OK')	image/png	date:Sun,%2012%20May%202024%2016:30:56%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/ashabhel-logo.png	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/ashabhel-logo.png	(from https://www.lulacafe.com/)
17:22:48	35742/35742	U-----	200	untouched ('')	application/javascript	etag:%22a6f411a617df1616418ff069c5fc11af%22	https://theme-assets.getbento.com/sensei/dce48e2.sensei/assets/js/head.min.js	C:/My%20Web%20Sites/ASHA%20BHEl/theme-assets.getbento.com/sensei/dce48e2.sensei/assets/js/head.min.js	(from https://www.lulacafe.com/)
17:22:48	904/904	U--MC-	200	updated ('OK')	text/javascript	date:Sun,%2025%20Aug%202024%2011:52:51%20GMT	https://www.google.com/recaptcha/api.js?render=6LcM_jgpAAAAALjf-oyMP7LJ4JR0YVdXJBSk5XMm	C:/My%20Web%20Sites/ASHA%20BHEl/www.google.com/recaptcha/api99ca.js	(from https://www.lulacafe.com/)
17:22:50	35314/35314	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:52%20GMT	https://www.lulacafe.com/about/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/about/index.html	(from https://www.lulacafe.com/)
17:22:50	30997/30997	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:53%20GMT	https://www.lulacafe.com/location/lula-cafe/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/location/lula-cafe/index.html	(from https://www.lulacafe.com/)
17:22:50	117917/117917	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:52%20GMT	https://www.lulacafe.com/menus/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/menus/index.html	(from https://www.lulacafe.com/)
17:22:50	41537/41537	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:53%20GMT	https://www.lulacafe.com/community/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/community/index.html	(from https://www.lulacafe.com/)
17:22:50	192949/192949	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Aug%202024%2003:08:14%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/73830StockLula_1.jpg?w=1200&fit=max&auto=compress,format	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/73830StockLula_1c15e.jpg	(from https://www.lulacafe.com/)
17:22:51	33597/33597	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:54%20GMT	https://www.lulacafe.com/catering-and-events/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/catering-and-events/index.html	(from https://www.lulacafe.com/)
17:22:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Aug%202024%2011:52:54%20GMT	https://www.lulacafe.com/menus	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/menus	(from https://www.lulacafe.com/)
17:22:51	39372/39372	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:54%20GMT	https://www.lulacafe.com/contact/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/contact/index.html	(from https://www.lulacafe.com/)
17:22:51	44659/44659	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:55%20GMT	https://www.lulacafe.com/store/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/store/index.html	(from https://www.lulacafe.com/)
17:22:51	101532/101532	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Aug%202024%2012:00:22%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/iKSqBLaTTagiL4Bt7UGA_Halibut_FarmJuly8.jpg?w=1200&fit=max&auto=compress,format	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/iKSqBLaTTagiL4Bt7UGA_Halibut_FarmJuly8c15e.jpg	(from https://www.lulacafe.com/)
17:22:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Aug%202024%2011:52:55%20GMT	https://www.lulacafe.com/press	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/press	(from https://www.lulacafe.com/)
17:22:52	38567/38567	---M-Z	200	added ('OK')	text/html	date:Sun,%2025%20Aug%202024%2011:52:55%20GMT	https://www.lulacafe.com/press/	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/press/index.html	(from https://www.lulacafe.com/)
17:22:52	166818/166818	---M--	200	added ('OK')	image/jpeg	date:Tue,%2020%20Aug%202024%2020:00:39%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/97442StockLula_10.jpg?w=1200&fit=max&auto=compress,format	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/97442StockLula_10c15e.jpg	(from https://www.lulacafe.com/)
17:22:54	4696/4696	---M--	200	added ('OK')	application/javascript	etag:%222ea4bd085a66e564ac779d3bfe5a1c23%22	https://app.upserve.com/platform/olo-widget.js?lula-cafe-chicago	C:/My%20Web%20Sites/ASHA%20BHEl/app.upserve.com/platform/olo-widget61a5.js	(from https://www.lulacafe.com/)
17:22:54	2137/2137	---M--	200	added ('OK')	text/css	etag:%22625c638e62506bfbca8ae70735675ae0%22	https://app.upserve.com/platform/12d456089d7fd15cdedb/olo-widget.12d456089d7fd15cdedb.css	C:/My%20Web%20Sites/ASHA%20BHEl/app.upserve.com/platform/12d456089d7fd15cdedb/olo-widget.12d456089d7fd15cdedb.css	(from https://www.lulacafe.com/)
17:22:54	2137/2137	---M--	200	added ('OK')	text/css	etag:%228e4e48b038c202ba4b5bef2ed7dea49e%22	https://app.upserve.com/platform/9e6ceb65ca6d183922f4/olo-widget.9e6ceb65ca6d183922f4.css	C:/My%20Web%20Sites/ASHA%20BHEl/app.upserve.com/platform/9e6ceb65ca6d183922f4/olo-widget.9e6ceb65ca6d183922f4.css	(from https://www.lulacafe.com/)
17:22:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Aug%202024%2011:52:58%20GMT	https://www.lulacafe.com/catering-and-events	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/catering-and-events	(from https://www.lulacafe.com/)
17:22:55	67618/67618	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Aug%202024%2022:16:49%20GMT	https://images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/33168catering-home.jpg?w=1200&fit=max&auto=compress,format	C:/My%20Web%20Sites/ASHA%20BHEl/images.getbento.com/accounts/7ddb4f625c4916181f9d829acbae6562/media/images/33168catering-homec15e.jpg	(from https://www.lulacafe.com/)
17:22:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Aug%202024%2011:52:59%20GMT	https://www.lulacafe.com/story	C:/My%20Web%20Sites/ASHA%20BHEl/www.lulacafe.com/story	(from https://www.lulacafe.com/about/)
17:22:56	220227/220227	U-----	200	untouched ('')	application/javascript	etag:%22a324bb6448dd8608c2ee98a14fc66082%22	https://theme-assets.getbento.com/sensei/dce48e2.sensei/assets/js/foot.libs.min.js	C:/My%20Web%20Sites/ASHA%20BHEl/theme-assets.getbento.com/sensei/dce48e2.sensei/assets/js/foot.libs.min.js	(from https://www.lulacafe.com/)
